,duration,erotism,rhythm,filmtv_id,humor,effort,year,critics_vote,public_vote,total_votes,tension,avg_vote
26413,89,1,2,51049,2,1,2012,6.33,5,16,0,5.5
26414,89,0,0,51052,0,0,2011,4,5,7,0,4.7
26415,101,1,2,51054,0,2,2012,6.86,6,232,2,6.7
26416,103,0,0,51055,0,0,2013,,3,7,0,3
26417,91,0,0,51056,0,0,2012,6,6,6,0,6.1
26418,99,0,3,51058,0,0,2013,6,5,24,2,5.5
26419,76,2,2,51070,0,0,1996,6,6,10,3,6.2
26420,200,2,2,51071,2,2,2012,5,7,11,1,5.9
26421,72,0,0,51072,0,0,1922,,8,3,0,7.7
26422,89,0,1,51074,1,1,2011,4,4,15,1,4.1
26423,83,0,0,51080,0,0,2011,6,8,3,0,7
26424,105,2,2,51083,0,1,1992,5,6,24,2,5.3
26425,109,0,1,51085,1,2,2012,3,5,14,1,4
26426,110,1,2,51087,2,2,2012,6,5,48,1,5.7
26427,98,0,3,51091,1,0,2012,4,4,16,1,3.9
26428,86,0,1,51092,1,1,2014,6,5,17,0,5.5
26429,103,0,2,51094,2,1,2012,6.14,5,33,0,5.4
26430,104,1,3,51096,1,3,2013,5.38,6,118,3,5.5
26431,97,0,2,51098,0,0,2012,4.17,5,63,2,4.5
26432,80,0,2,51100,0,0,2006,4,3,4,2,3.5
26433,125,0,2,51102,1,3,2012,6.71,6,171,2,6.4
26434,100,1,3,51106,2,3,2012,5.33,5,35,3,5.1
26435,94,0,0,51107,0,0,2012,,4,7,0,4
26436,101,1,2,51108,1,1,2012,4.89,5,42,0,4.7
26437,123,1,3,51109,1,2,2013,7.39,7,398,3,7.4
26438,98,1,2,51113,1,0,2012,3.67,3,18,0,3.5
26439,95,0,2,51115,0,1,2012,3,6,11,2,4.3
26440,90,0,0,51116,0,0,2012,,4,3,0,4.3
26441,92,1,2,51120,0,3,2012,6.25,6,78,2,6.2
26442,90,1,1,51121,1,0,2013,3.5,4,56,0,3.7
26443,98,1,3,51123,0,1,2012,6.73,6,76,4,6.5
26444,96,0,2,51124,0,0,2012,5.33,5,56,1,5.1
26445,100,0,4,51129,1,0,2009,7.6,6,35,2,7
26446,78,0,1,51131,2,0,2011,5,3,12,1,3.8
26447,85,0,3,51132,1,1,2012,4.5,6,13,2,5.3
26448,106,1,3,51133,1,2,2012,6.32,6,176,3,6.4
26449,103,1,2,51135,1,2,2012,7.67,7,17,0,7.4
26450,98,1,2,51144,0,2,2012,5,6,20,3,5.6
26451,90,0,2,51151,2,0,2012,7,6,4,0,6.3
26452,60,0,2,51153,0,4,2012,8,7,9,2,7.5
26453,89,0,0,51154,0,0,2012,8,7,4,0,7.3
26454,100,0,1,51157,0,2,2012,6,5,8,2,5.6
26455,84,0,2,51159,2,1,2009,6.67,4,4,0,5.3
26456,80,0,0,51162,0,0,1995,7,9,5,0,8
26457,100,0,0,51165,0,0,2012,2,6,7,0,4.2
26458,85,0,2,51167,2,4,2008,6,6,5,2,5.8
26459,96,0,0,51172,0,0,2012,,3,7,0,3.3
26460,93,0,2,51174,0,0,2009,2,7,3,1,4.5
26461,103,1,2,51176,0,0,2011,4,3,6,2,3.3
26462,96,0,2,51178,0,0,2009,6,4,17,1,5.2
26463,97,1,2,51179,3,2,2012,6.25,6,24,2,6.3
26464,95,1,3,51182,0,2,2012,6.44,5,37,2,5.8
26465,92,2,2,51183,0,2,2012,5,5,35,2,5
26466,90,2,2,51184,0,1,2012,3.9,4,71,3,3.8
26467,86,1,2,51186,1,1,2012,4,4,87,2,4.2
26468,86,0,0,51193,0,0,2005,5,5,10,0,5
26469,77,0,2,51205,1,1,2012,4.62,5,49,0,5
26470,95,0,2,51209,1,1,2013,4.11,5,52,0,4.4
26471,91,0,3,51211,0,2,2010,7,6,31,2,6.4
26472,97,0,0,51213,0,0,2011,6,6,4,0,5.8
26473,95,0,2,51224,3,3,2012,6.24,6,94,0,6.2
26474,120,0,3,51226,0,2,2012,4.44,5,64,2,4.7
26475,100,1,2,51227,0,1,2012,6.3,6,64,3,6
26476,105,2,2,51230,2,3,2012,7.41,7,197,2,7.3
26477,90,0,3,51233,3,3,2013,7.11,7,356,1,7
26478,113,0,2,51234,1,4,2012,6.73,7,81,2,6.7
26479,85,0,0,51238,0,0,2012,4,7,5,0,5.3
26480,108,0,2,51243,1,0,2009,2,4,3,0,3
26481,110,0,3,51244,0,0,2011,6,5,8,2,5.6
26482,50,0,1,51246,0,2,2006,4.5,6,3,0,5.3
26483,92,0,0,51248,0,0,2011,8,8,3,0,8
26484,125,0,2,51251,1,2,2013,5,5,127,2,5.2
26485,104,2,1,51253,0,1,2013,6.74,6,240,1,6.4
26486,93,0,4,51254,3,3,2012,6,6,23,0,6.1
26487,148,0,2,51259,1,3,2012,5,5,29,1,5
26488,143,1,2,51261,1,3,2011,3.5,7,18,2,5.3
26489,88,0,0,51265,0,0,2003,1,3,4,0,2.2
26490,90,0,0,51270,0,0,2012,3,3,6,0,3
26491,52,0,2,51271,0,2,2009,6,6,3,0,6
26492,93,0,0,51281,0,0,2011,4,4,6,0,4.2
26493,97,0,0,51284,0,0,2012,8,5,3,0,6.5
26494,124,1,3,51287,1,2,2013,6.21,6,299,2,6.3
26495,95,2,3,51288,1,2,2012,6.57,6,26,3,6.4
26496,94,0,0,51291,0,0,2013,5.67,5,27,0,5.1
26497,113,0,2,51293,0,1,2013,5.09,6,143,1,5.4
26498,115,0,2,51295,0,4,2012,7.68,7,153,2,7.5
26499,95,0,3,51296,0,1,2013,5.43,5,59,2,5.4
26500,90,0,2,51302,0,1,2007,3,7,4,0,5
26501,103,0,0,51304,0,0,2007,,3,10,0,2.7
26502,89,0,0,51306,0,0,1948,,6,4,0,6
26503,45,0,0,51308,0,0,1918,6.5,8,6,0,7
26504,87,0,0,51312,0,0,1952,,6,3,0,6.3
26505,90,0,0,51316,0,0,2007,,7,5,0,6.8
26506,102,0,2,51318,1,0,2014,3.83,5,59,0,4.3
26507,104,1,2,51319,1,1,2012,6.43,7,83,2,6.5
26508,210,1,0,51321,0,1,2009,5,5,23,0,5.2
26509,90,0,0,51323,0,0,2000,5.67,7,9,0,6.1
26510,90,1,2,51324,0,3,1975,,8,11,2,7.6
26511,92,0,0,51325,0,0,1989,6.33,7,7,0,6.8
26512,92,0,0,51330,0,0,1979,6,8,7,0,7.2
26513,92,2,2,51333,0,0,2010,4,2,7,3,3.1
26514,68,0,1,51335,1,0,1941,3.5,4,4,1,3.5
26515,100,0,2,51337,0,2,2012,4.5,6,8,1,5.4
26516,90,0,2,51366,0,1,2005,2,7,3,0,4.5
26517,110,0,0,51368,0,0,2011,,3,10,0,3.2
26518,97,0,0,51371,0,0,2009,,2,3,0,2.3
26519,114,0,0,51380,0,0,2011,7.33,5,7,0,6.3
26520,101,0,0,51383,0,0,1992,3,6,3,0,4.5
26521,92,0,0,51385,0,0,1972,,3,3,0,3.3
26522,116,0,0,51396,0,0,1958,8,8,5,0,7.9
26523,96,0,0,51411,0,0,1993,8,8,8,0,7.9
26524,94,0,3,51414,0,1,2010,4,4,8,2,4.1
26525,103,0,0,51422,0,0,2000,,8,13,0,7.6
26526,81,2,2,51424,2,3,1983,5,5,6,2,5.2
26527,78,0,0,51425,0,0,1969,4,6,8,0,4.8
26528,100,0,0,51430,0,0,1999,6,7,12,0,6.5
26529,100,0,0,51432,0,0,1999,6,7,9,0,6.7
26530,100,0,0,51434,0,0,2000,6,7,12,0,6.3
26531,99,0,0,51436,0,0,1968,7.75,8,16,0,7.8
26532,100,0,0,51437,0,0,2000,6,7,14,0,6.7
26533,100,1,2,51438,1,2,2001,6,7,15,2,6.5
26534,100,0,0,51439,0,0,2001,6,6,11,0,6.2
26535,100,0,3,51442,2,4,2013,6.71,6,87,2,6.3
26536,88,0,0,51452,0,0,1970,2,4,7,0,3
26537,93,0,0,51454,0,0,2008,5.5,7,5,0,6.1
26538,113,0,2,51459,0,0,2011,2,4,5,1,2.8
26539,102,1,1,51460,1,1,2010,,7,5,1,7
26540,97,0,0,51461,0,0,2009,,4,8,0,3.6
26541,89,0,0,51464,0,0,2010,,4,3,0,4
26542,128,0,2,51466,0,2,2012,6.29,6,88,1,6.3
26543,79,0,0,51471,0,0,1932,,9,3,0,8.7
26544,107,0,2,51472,0,0,2008,4,5,11,2,4.6
26545,100,0,0,51474,0,0,2002,6,7,11,0,6.6
26546,100,0,0,51477,0,0,2002,6,6,10,0,6.1
26547,100,0,0,51479,0,0,2002,6,8,14,0,6.8
26548,100,0,0,51480,0,0,2002,6,6,15,0,5.8
26549,200,0,0,51481,0,0,2012,4,6,5,0,5
26550,74,0,2,51483,2,0,2006,,6,4,0,5.8
26551,94,0,0,51486,0,0,2012,3,7,5,0,5
26552,90,2,2,51487,0,2,1965,7,7,9,1,6.9
26553,107,0,2,51488,1,0,2006,2,5,5,1,3.4
26554,95,0,0,51505,0,0,2009,7,3,4,0,5
26555,82,0,0,51507,0,0,2010,,3,3,0,3.3
26556,100,0,0,51509,0,0,2005,6,8,14,0,6.8
26557,100,0,0,51510,0,0,2005,7,6,17,0,6.6
26558,100,0,0,51511,0,0,2012,,5,4,0,4.8
26559,180,0,0,51512,0,0,2003,4.5,5,12,0,4.6
26560,90,0,2,51518,0,1,2012,2,2,3,1,1.8
26561,84,0,0,51529,0,0,2010,8,6,6,0,7.1
26562,91,0,0,51531,0,0,2010,4.2,4,25,0,4.1
26563,89,0,0,51537,0,0,1992,4,5,6,0,4.7
26564,122,0,0,51538,0,0,2008,,5,4,0,4.5
26565,95,0,0,51544,0,0,2007,8,7,3,0,7.3
26566,64,0,0,51555,0,0,1933,8,8,6,0,7.8
26567,138,0,0,51559,0,0,2000,8,8,3,0,7.8
26568,99,0,0,51563,0,0,2012,4,3,8,0,3.4
26569,93,0,0,51567,0,0,2012,,3,8,0,2.8
26570,108,1,3,51577,3,1,2012,6.25,6,73,1,6.4
26571,102,0,2,51579,0,0,1994,6,8,15,2,6.8
26572,89,0,2,51580,1,0,2009,2,1,7,1,1.7
26573,135,0,2,51582,0,1,1972,2,6,4,0,3.8
26574,96,2,2,51584,1,4,2013,7,6,136,1,6.7
26575,114,1,2,51600,1,1,2011,5,7,3,2,6
26576,130,1,2,51603,0,2,2012,3,3,7,1,2.9
26577,99,0,2,51604,2,1,2006,4,4,5,0,3.9
26578,125,0,0,51605,0,0,2011,7.67,6,8,0,7
26579,122,0,0,51608,0,0,2012,,5,5,0,4.8
26580,80,0,0,51639,0,0,2011,5,4,10,0,4.3
26581,100,0,0,51643,0,0,2012,,6,3,0,6
26582,70,0,0,51647,0,0,2005,,5,4,0,5
26583,89,0,2,51648,0,0,2009,4,7,12,2,5.5
26584,86,0,0,51655,0,0,1986,6,10,3,0,8
26585,81,0,0,51694,0,0,1976,8,7,3,0,7.3
26586,74,0,0,51707,0,0,2007,5,5,3,0,5
26587,95,0,2,51712,3,2,1979,7,7,12,0,7
26588,95,0,0,51714,0,0,1981,,7,5,0,6.6
26589,144,0,2,51729,0,3,2011,6.33,8,12,1,6.9
26590,95,0,2,51733,0,3,2008,5.5,7,5,1,6.1
26591,106,0,2,51735,0,3,2012,7.12,8,319,2,7.5
26592,127,0,2,51736,0,4,2012,7.25,8,6,3,7.6
26593,110,0,0,51737,0,0,2012,4.5,7,3,0,5.8
26594,110,0,2,51743,0,3,2012,7.08,7,35,1,6.8
26595,90,0,2,51745,0,4,2012,7.44,7,30,3,7.4
26596,93,0,0,51749,0,0,2012,7.55,6,19,0,7
26597,134,2,3,51753,2,4,2012,7.33,7,5,0,7.2
26598,100,0,0,51757,0,0,2012,,6,3,0,5.7
26599,111,0,1,51763,0,2,2006,8,7,4,1,7.7
26600,102,0,0,51767,0,0,2002,8,8,3,0,7.8
26601,44,0,2,51768,0,1,2011,5,5,4,0,4.8
26602,90,0,0,51770,0,0,2000,8,8,14,0,7.8
26603,240,0,0,51773,0,0,2011,5,5,8,0,4.8
26604,100,3,2,51775,1,4,2012,7.11,7,70,3,7
26605,166,0,0,51777,0,0,2006,,6,5,0,6.2
26606,61,1,2,51778,0,2,2012,7.57,7,19,1,7
26607,123,0,0,51779,0,0,2012,4,4,21,0,3.8
26608,85,0,2,51787,1,0,2008,3.5,4,15,2,3.5
26609,87,0,0,51789,0,0,1973,6,6,3,0,6
26610,92,0,2,51790,0,1,2011,3,3,6,2,3.2
26611,104,0,0,51794,0,0,1976,5,6,7,0,5.4
26612,96,0,0,51796,0,0,1974,5,6,7,0,5.4
26613,84,0,0,51798,0,0,1974,,5,4,0,5
26614,130,1,1,51807,0,2,2012,6.5,7,6,2,6.6
26615,102,0,0,51810,0,0,2012,7,7,7,0,6.8
26616,110,0,2,51812,1,1,2012,8,8,5,0,8
26617,79,0,2,51818,0,1,2006,2,5,20,1,3.6
26618,110,0,3,51820,1,3,2012,7,7,168,1,6.8
26619,100,0,2,51833,0,1,2008,5,6,6,2,5.3
26620,110,0,0,51853,0,0,2012,7.67,7,18,0,7.5
26621,89,1,2,51858,2,0,2012,5.67,6,74,1,6
26622,78,0,0,51866,0,0,1981,,7,8,0,7.3
26623,94,0,0,51871,0,0,2009,6,6,3,0,6
26624,78,0,0,51873,0,0,1956,,6,3,0,6
26625,106,0,0,51879,0,0,2011,6,4,4,0,5
26626,170,0,0,51883,0,0,1997,6,8,6,0,6.8
26627,112,0,1,51884,1,3,2012,6.8,7,58,2,6.7
26628,97,0,0,51890,0,0,2011,8,7,4,0,7.5
26629,93,0,2,51897,0,0,2004,2,4,5,1,3
26630,85,0,2,51898,0,2,1971,6,8,4,0,6.8
26631,90,0,0,51901,0,0,2006,,5,6,0,5
26632,115,0,0,51905,0,0,2012,8,8,6,0,7.8
26633,75,1,2,51907,2,3,2012,6,4,4,1,5
26634,87,0,0,51908,0,0,2012,7,7,3,0,6.8
26635,90,0,2,51910,0,0,2006,2,4,10,1,2.9
26636,320,0,0,51914,0,0,2012,7.5,7,3,0,7.3
26637,52,0,2,51919,0,1,2012,6.83,7,19,0,7
26638,95,0,0,51921,0,0,2012,5.5,4,8,0,4.5
26639,92,0,2,51925,1,1,2012,5,6,10,1,5.3
26640,85,0,0,51927,0,0,2011,8,7,19,0,7.5
26641,100,0,1,51933,0,3,2011,5.25,5,11,2,5.2
26642,100,0,2,51945,0,2,2012,8,6,8,0,6.8
26643,90,0,2,51948,0,4,2012,7.25,7,11,2,7.3
26644,102,0,2,51954,0,0,2009,2,4,10,1,3.1
26645,100,0,0,51955,0,0,2012,6.5,5,22,0,5.8
26646,77,4,3,51957,2,1,2012,7.67,6,9,0,6.8
26647,110,1,3,51967,0,0,2013,5.1,6,77,2,5.4
26648,102,1,2,51968,0,1,2014,4.7,5,66,1,5
26649,111,0,0,51969,0,0,2013,5.33,5,13,0,5.2
26650,81,1,3,51983,0,0,2010,5.5,6,3,3,5.8
26651,100,0,0,51986,0,0,2012,4,5,9,0,4.6
26652,115,0,2,51989,1,4,2011,6,5,15,1,5.7
26653,87,0,2,51990,1,1,2012,6.86,6,77,4,6.6
26654,95,1,2,51992,0,1,2011,6.4,5,14,1,5.6
26655,109,0,2,51994,1,1,2012,5.75,6,84,2,5.9
26656,96,0,0,51997,0,0,2004,,6,4,0,5.5
26657,70,0,1,52006,0,1,2011,6,7,3,0,6.5
26658,84,0,0,52009,0,0,2012,8,8,7,0,7.8
26659,94,2,3,52010,2,0,2012,7.73,7,59,2,7.3
26660,97,0,0,52011,0,0,2013,6.67,6,8,0,6.3
26661,84,0,0,52014,0,0,2007,8,8,5,0,8.1
26662,100,0,0,52018,0,0,2012,,6,3,0,6
26663,100,0,0,52019,0,0,2012,,6,3,0,6.3
26664,100,1,1,52022,1,0,2011,3.5,2,3,0,2.8
26665,91,1,2,52025,0,2,1974,8,8,3,2,8
26666,95,0,2,52028,2,1,2012,4.67,5,23,0,4.7
26667,90,0,3,52029,0,1,2013,4,5,9,2,4.4
26668,97,2,2,52031,2,2,2012,5.86,6,171,2,6.1
26669,100,0,0,52036,0,0,2010,2,5,4,0,3.5
26670,99,0,1,52048,0,1,2013,7.33,6,26,1,6.6
26671,83,0,0,52050,0,0,2012,,3,3,0,2.7
26672,208,1,2,52052,1,4,1959,8,9,17,2,8.4
26673,101,0,3,52054,0,1,2013,4,5,31,1,4.6
26674,96,0,0,52060,0,0,2013,5.5,5,3,0,5.3
26675,103,1,1,52061,3,0,2013,5.56,6,108,0,5.8
26676,88,0,2,52063,0,1,2012,4.33,5,35,2,4.5
26677,75,0,0,52065,0,0,1957,,4,3,0,3.7
26678,92,0,0,52068,0,0,1939,6,7,6,0,6.4
26679,536,0,0,52069,0,0,1911,,7,3,0,7.3
26680,102,0,0,52071,0,0,2004,,6,9,0,6.1
26681,92,1,2,52075,1,0,2013,5.43,6,48,1,5.6
26682,106,0,3,52080,0,0,2012,,3,3,1,3
26683,100,0,0,52087,0,0,2012,,4,3,0,4.3
26684,90,0,0,52092,0,0,2012,4,5,24,0,4.3
26685,181,0,0,52094,0,0,1993,5,7,13,0,5.8
26686,99,0,0,52096,0,0,1971,2,2,5,0,2.1
26687,94,2,3,52099,0,0,2008,3.5,4,11,2,3.9
26688,87,0,2,52105,0,0,1969,3,4,7,1,3.7
26689,104,0,1,52108,1,2,2012,6.18,6,68,0,6
26690,85,1,3,52116,3,1,2012,4.83,6,85,1,5.2
26691,100,0,1,52117,2,2,2012,4,7,6,1,5.3
26692,90,1,1,52125,1,0,2009,,4,7,0,4
26693,95,0,0,52136,0,0,2005,,3,4,0,2.5
26694,110,0,0,52137,0,0,2012,5,6,16,0,5.3
26695,110,0,0,52139,0,0,2010,5.75,6,18,0,6.1
26696,114,0,0,52144,0,0,2012,,2,3,0,2.3
26697,94,0,3,52145,2,0,2012,6,6,3,1,6
26698,93,0,0,52151,0,0,2011,6,5,10,0,5.7
26699,94,0,0,52166,0,0,2012,,6,3,0,6
26700,107,1,4,52167,2,1,2013,6,6,75,2,6.2
26701,97,0,0,52173,0,0,1987,,7,4,0,6.5
26702,100,0,0,52192,0,0,2012,,6,3,0,5.7
26703,100,0,0,52194,0,0,1968,6,5,3,0,5.5
26704,121,0,3,52198,2,3,2012,5.75,6,14,1,5.9
26705,100,1,2,52206,0,3,2012,6.38,5,37,2,5.9
26706,103,0,1,52214,0,1,2014,5,5,31,1,4.9
26707,91,0,2,52215,0,0,2011,4,3,16,2,3.7
26708,88,0,0,52217,0,0,2010,,5,3,0,5.3
26709,103,0,2,52221,0,0,2006,5.33,5,9,2,5.3
26710,72,0,2,52222,0,3,2010,6,5,5,0,5.5
26711,100,0,0,52224,0,0,2012,,6,3,0,6
26712,98,0,3,52226,1,1,2012,6,6,34,1,6
26713,89,1,0,52228,0,0,2009,,3,9,1,3.1
26714,111,0,2,52235,2,2,2012,5.91,6,132,0,6.2
26715,98,0,2,52236,1,0,2012,4.5,5,105,0,4.8
26716,116,0,0,52238,0,0,2012,6,4,13,0,5
26717,61,0,0,52243,0,0,1919,7,7,5,0,7
26718,84,0,0,52244,0,0,2006,6.67,7,7,0,6.6
26719,110,0,0,52248,0,0,2002,8,8,4,0,8
26720,100,0,0,52250,0,0,2004,,7,3,0,7.3
26721,95,0,0,52255,0,0,2011,8,3,12,0,5.5
26722,120,0,0,52262,0,0,2012,6,3,8,0,4.7
26723,310,0,0,52266,0,0,1968,6,7,6,0,6.4
26724,89,1,2,52272,0,2,2007,7.25,6,9,3,6.7
26725,67,0,0,52287,0,0,1942,,6,8,0,5.8
26726,131,0,4,52294,1,2,2013,6.17,6,302,3,6.3
26727,127,0,0,52298,0,0,2008,8,9,5,0,8.3
26728,86,0,2,52305,2,0,2008,,6,18,0,6.3
26729,69,0,2,52311,0,4,1971,6,6,9,2,5.8
26730,168,3,2,52314,2,2,1990,,7,7,2,6.9
26731,89,0,0,52317,0,0,2009,,2,7,0,1.7
26732,105,0,2,52321,1,0,2006,3.33,5,26,0,4.3
26733,60,1,1,52322,0,1,2009,8,7,5,0,7.5
26734,196,0,2,52330,0,2,2006,5,6,13,2,5.5
26735,100,0,0,52337,0,0,2012,,6,3,0,6.3
26736,41,0,1,52342,0,2,2011,4.25,6,7,0,5
26737,100,0,0,52345,0,0,2007,4.5,4,9,0,4.2
26738,113,0,2,52347,0,1,2011,5,6,21,1,5.6
26739,96,0,0,52348,0,0,2008,,5,9,0,4.8
26740,111,0,2,52356,1,0,2013,5.31,6,143,2,5.6
26741,102,0,2,52359,1,2,2013,5.44,5,97,2,5.4
26742,110,1,1,52361,0,2,2013,5,7,80,1,5.9
26743,117,1,2,52362,2,1,2013,4.67,6,71,1,5.2
26744,87,0,2,52363,0,3,2013,5.93,5,184,1,5.7
26745,101,1,2,52364,1,0,2010,3,6,3,2,4.5
26746,90,1,2,52365,1,0,2011,2,6,9,0,3.8
26747,92,3,3,52372,2,2,2012,7.06,6,222,2,6.6
26748,96,0,1,52376,1,2,2012,7,7,9,1,7
26749,179,0,0,52380,0,0,2003,6,7,26,0,6.3
26750,94,0,1,52382,0,0,2008,2,3,16,1,2.5
26751,92,0,0,52386,0,0,2004,,7,3,0,6.7
26752,101,0,0,52388,0,0,1980,3.33,6,17,0,4.5
26753,91,0,0,52390,0,0,1974,,6,5,0,6
26754,210,0,0,52394,0,0,1989,,8,3,0,7.7
26755,95,0,2,52403,0,0,2011,3,5,4,1,4
26756,188,0,0,52407,0,0,1995,,6,9,0,5.6
26757,87,0,3,52408,0,0,2011,2.67,4,17,2,3.3
26758,91,0,2,52409,0,0,2009,3.33,4,22,1,3.9
26759,89,0,2,52411,0,0,2011,2.67,4,24,1,3.3
26760,84,0,1,52413,1,0,1989,2.67,5,19,1,3.7
26761,90,1,1,52414,1,2,2010,,5,6,2,4.7
26762,102,3,2,52418,1,2,2012,6.5,6,9,2,6.2
26763,83,0,2,52421,0,0,2003,5.33,4,7,1,4.4
26764,89,0,0,52422,0,0,2010,,5,6,0,5.2
26765,95,0,0,52424,0,0,1971,3.33,5,10,0,4.4
26766,89,1,2,52425,2,2,2012,5.33,5,25,1,5
26767,163,0,0,52426,0,0,2010,8,7,4,0,7.7
26768,135,0,0,52430,0,0,2003,8,7,5,0,7.5
26769,90,0,0,52433,0,0,1975,2,3,5,0,2.4
26770,112,2,1,52437,0,3,2012,6.18,6,167,1,5.9
26771,78,0,2,52438,0,1,1940,4,6,6,2,5.1
26772,89,0,0,52440,0,0,2010,,6,4,0,6.3
26773,91,0,2,52442,0,1,1939,4,7,6,1,5.3
26774,89,0,1,52445,0,1,2009,,5,8,0,4.6
26775,90,0,0,52449,0,0,2010,,5,4,0,5.3
26776,106,0,0,52455,0,0,2007,7,7,4,0,7
26777,84,0,2,52462,2,1,2010,6.33,7,5,0,6.7
26778,96,0,0,52468,0,0,2010,,7,5,0,7
26779,90,0,2,52486,0,2,2011,3,4,7,0,3.6
26780,90,0,0,52490,0,0,2011,4,2,3,0,3
26781,207,0,0,52502,0,0,1972,6,7,8,0,6.5
26782,90,0,2,52515,1,2,2013,4.89,5,90,2,5.1
26783,140,1,3,52518,3,1,2013,5.43,6,244,1,5.6
26784,90,1,3,52519,4,3,2012,3.73,4,126,2,3.9
26785,69,0,3,52523,0,0,1945,4,7,13,1,5.3
26786,138,2,3,52525,1,3,2012,6.97,7,308,3,6.8
26787,90,0,0,52530,0,0,2009,,4,6,0,3.8
26788,85,0,2,52534,1,2,2013,6.2,6,108,1,6.1
26789,103,0,1,52536,2,2,2013,3.86,5,65,0,4.2
26790,85,0,2,52537,0,0,2013,6,5,7,2,5.7
26791,75,0,3,52538,0,0,2013,6,5,4,1,5.3
26792,90,1,2,52540,3,2,2012,8,6,4,0,7
26793,102,0,0,52542,0,0,1972,2,2,3,0,1.8
26794,90,0,0,52543,0,0,1920,7,7,4,0,7.2
26795,110,0,0,52548,0,0,1923,7.33,8,5,0,7.7
26796,63,1,1,52552,0,2,1978,6,8,6,0,6.9
26797,90,0,0,52554,0,0,1974,2,4,12,0,2.9
26798,79,0,1,52558,0,3,2012,5,4,4,0,4.5
26799,96,0,0,52560,0,0,2005,,8,4,0,8.3
26800,98,1,2,52562,0,0,2007,2,7,9,1,4.4
26801,90,0,0,52564,0,0,2011,,5,6,0,4.7
26802,90,0,0,52568,0,0,2009,,5,9,2,4.7
26803,125,1,2,52569,1,2,2013,6.67,6,69,1,6.5
26804,87,0,2,52571,0,0,1959,4,4,3,1,3.8
26805,124,2,2,52576,1,2,2012,6.85,7,439,2,7.1
26806,105,0,3,52578,3,2,2013,7.64,7,182,1,7.2
26807,92,0,2,52580,1,1,2013,5.17,5,49,1,5.1
26808,99,0,2,52582,0,1,2013,3,4,20,0,3.6
26809,104,0,3,52583,2,1,2013,6.22,7,53,1,6.4
26810,150,2,2,52594,2,4,2013,6.92,7,684,1,6.8
26811,90,0,2,52596,3,2,2013,5.55,6,72,0,5.8
26812,84,1,2,52611,1,0,2012,3,4,13,2,3.4
26813,93,0,3,52618,3,0,2011,6,5,20,0,5.3
26814,99,0,0,52619,0,0,1993,6,10,3,0,8
26815,112,0,0,52623,0,0,2011,,7,6,0,7.2
26816,90,0,0,52632,0,0,2011,6,6,4,0,5.8
26817,118,0,3,52634,0,1,2011,8,7,4,2,7.7
26818,87,0,0,52635,0,0,2012,4,5,3,0,4.3
26819,89,0,0,52640,0,0,1975,2,3,4,0,2.5
26820,85,0,1,52657,0,1,1940,5.5,6,10,1,5.6
26821,80,0,2,52659,0,0,2011,2,3,17,1,2.3
26822,90,0,0,52663,0,0,1965,4.33,8,9,0,6
26823,83,0,0,52666,0,0,1972,3.5,5,7,0,4.2
26824,74,0,0,52672,0,0,1922,,7,3,0,6.7
26825,96,0,2,52673,0,0,2010,4,6,3,1,4.8
26826,97,0,2,52675,0,1,1971,4,5,4,0,4.3
26827,91,0,0,52677,0,0,2009,,3,3,0,2.7
26828,132,0,1,52683,0,1,2010,2,2,3,0,1.8
26829,87,0,0,52686,0,0,2009,,5,3,0,5.3
26830,90,0,0,52687,0,0,2011,,7,3,0,7
26831,109,0,3,52692,1,2,2013,6.31,6,344,2,6.3
26832,112,0,2,52694,1,0,2012,5.5,6,31,0,5.6
26833,90,0,4,52734,3,1,2013,3.57,4,38,0,3.6
26834,86,0,0,52737,0,0,2006,,3,6,0,3.3
26835,96,0,1,52742,0,1,2012,6,4,6,1,5
26836,110,0,2,52759,0,1,2007,6,5,4,2,5.3
26837,72,0,2,52762,0,1,2011,7,10,3,0,8.5
26838,92,0,2,52765,1,2,2012,4.5,3,6,3,3.8
26839,135,0,2,52783,2,1,2014,5.62,6,219,1,5.7
26840,96,0,0,52793,0,0,2011,2,3,5,0,2.4
26841,92,0,0,52797,0,0,2010,8,2,23,0,5.2
26842,93,0,0,52802,0,0,2013,5,6,4,0,5.5
26843,70,0,0,52808,0,0,2003,,6,6,0,5.5
26844,71,0,0,52813,0,0,1929,5,6,4,0,5.5
26845,103,0,0,52841,0,0,2011,8,8,4,0,7.8
26846,96,0,0,52849,0,0,2012,,7,1,0,7
26847,75,0,0,52859,0,0,2012,,5,5,0,4.8
26848,76,0,0,52861,0,0,2011,8,8,14,0,7.8
26849,91,0,2,52865,1,1,2012,7,6,7,2,6.3
26850,54,2,2,52887,0,2,1982,5,5,8,0,5.1
26851,83,0,2,52895,0,1,1974,8,7,3,0,7.5
26852,89,0,0,52899,0,0,2010,,6,6,0,5.8
26853,110,0,3,52907,0,0,2013,5.5,6,3,2,5.8
26854,108,0,2,52909,1,2,2013,4,5,52,1,4.3
26855,116,0,3,52911,1,2,2013,5.65,6,210,2,5.8
26856,144,1,2,52913,1,1,2013,7.43,7,96,2,7
26857,100,0,2,52922,0,2,2013,6.5,6,97,2,6.2
26858,110,0,2,52924,0,0,2012,7.22,7,72,2,7.3
26859,94,0,3,52928,2,2,2012,6.24,6,108,1,6.2
